,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
457,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7696114,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,CHEMBL1909046,,,,CHEMBL52440,DEXTROMETHORPHAN,CHEMBL52440,,False,,1539685,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
458,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7696231,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,,,CHEMBL1909046,,,,CHEMBL1460,DIDANOSINE,CHEMBL1460,,False,,1539693,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
459,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7696297,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O,,,CHEMBL1909046,,,,CHEMBL1255837,DIHYDROERGOCRISTINE MESYLATE,CHEMBL601773,,False,,1539701,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
460,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7696684,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,,,,CHEMBL1909046,,,,CHEMBL1351,CARBOPLATIN,CHEMBL1351,,False,,1539587,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
461,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7696776,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,,CHEMBL1909046,,,,CHEMBL118,CELECOXIB,CHEMBL118,,False,,1539595,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
462,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7696884,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,CHEMBL1909046,,,,CHEMBL110691,CHLORMADINONE ACETATE,CHEMBL110691,,False,,1539603,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
463,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7696971,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,,,CHEMBL1909046,,,,CHEMBL1042,CHOLECALCIFEROL,CHEMBL1042,,False,,1539611,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
464,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7697759,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,,,,CHEMBL1909046,,,,CHEMBL1909057,COPPER(II) OXIDE,CHEMBL1909057,,False,,1539653,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
465,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7697879,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,,,CHEMBL1909046,,,,CHEMBL123292,CYCLOHEXIMIDE,CHEMBL123292,,False,,1539661,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
466,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7697981,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.[Cl-],,,CHEMBL1909046,,,,CHEMBL1687,TUBOCURARINE CHLORIDE,CHEMBL339427,,False,,1539669,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
467,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698085,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CNCCCN1c2ccccc2CCc2ccccc21,,,CHEMBL1909046,,,,CHEMBL72,DESIPRAMINE,CHEMBL72,,False,,1539677,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
468,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698656,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCN(CC)C(=S)SSC(=S)N(CC)CC,,,CHEMBL1909046,,,,CHEMBL964,DISULFIRAM,CHEMBL964,,False,,1539710,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
469,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699387,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN/C(=N/CCSCc1nc[nH]c1C)NC#N,,,CHEMBL1909046,,,,CHEMBL30,CIMETIDINE,CHEMBL30,,False,,1539620,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
470,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699445,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C(O)CC(O)(CC(=O)O)C(=O)O,,,CHEMBL1909046,,,,CHEMBL1261,CITRIC ACID,CHEMBL1261,,False,,1539628,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
471,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699547,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,,CHEMBL1909046,,,,CHEMBL565,CLOFIBRATE,CHEMBL565,,False,,1539636,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
472,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699673,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,,CHEMBL1909046,,,,CHEMBL104,CLOTRIMAZOLE,CHEMBL104,,False,,1539645,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
473,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7700457,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,,,CHEMBL1909046,,,,CHEMBL1201220,DIATRIZOIC ACID,CHEMBL1201220,,False,,1539686,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
474,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7700573,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,,,CHEMBL1909046,,,,CHEMBL1873703,DIELDRIN,CHEMBL1873703,,False,,1539694,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
475,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7700618,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,,,CHEMBL1909046,,,,CHEMBL1732,DIHYDROERGOTAMINE,CHEMBL1732,,False,,1539702,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
476,Note: corresponding IC50 reported as Active,7701010,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,,,,CHEMBL1909046,,,,CHEMBL1909054,CARBOXYMETHYLCELLULOSE,CHEMBL1909054,,False,,1539588,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
477,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701098,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,,,CHEMBL1909046,,,,CHEMBL1727,CEPHALEXIN,CHEMBL1727,,False,,1539596,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
478,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701204,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,ClC(Cl)Cl,,,CHEMBL1909046,,,,CHEMBL44618,CHLOROFORM,CHEMBL44618,,False,,1539604,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
479,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701291,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,,,CHEMBL1909046,,,,CHEMBL205596,CHOLIC ACID,CHEMBL205596,,False,,1539612,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
480,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702040,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1909046,,,,CHEMBL111861,CORTISONE,CHEMBL111861,,False,,1539654,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
481,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702161,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=P1(N(CCCl)CCCl)NCCCO1,,,CHEMBL1909046,,,,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL88,,False,,1539662,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
482,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702263,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN(C)/N=N/c1[nH]cnc1C(N)=O,,,CHEMBL1909046,,,,CHEMBL476,DACARBAZINE,CHEMBL476,,False,,1539670,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
483,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702348,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,,,CHEMBL1909046,,,,CHEMBL1172,DESLORATADINE,CHEMBL1172,,False,,1539678,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
484,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702941,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL926,DOBUTAMINE,CHEMBL926,,False,,1539711,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
485,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7703688,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C/C=C/c1ccccc1,,,CHEMBL1909046,,,,CHEMBL293492,CINNAMALDEHYDE,CHEMBL293492,,False,,1539621,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
486,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7703746,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,,,CHEMBL1909046,,,,CHEMBL510139,CITRININ,CHEMBL510139,,False,,1539629,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
487,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7703848,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL683,CLOFIBRIC ACID,CHEMBL683,,False,,1539637,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
488,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7703968,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,,CHEMBL1909046,,,,CHEMBL891,CLOXACILLIN,CHEMBL891,,False,,1539646,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
489,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7704753,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,,CHEMBL1909046,,,,CHEMBL12,DIAZEPAM,CHEMBL12,,False,,1539687,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
490,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7704837,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,,,CHEMBL1909046,,,,CHEMBL411,DIETHYLSTILBESTROL,CHEMBL411,,False,,1539695,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
491,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7704922,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,,,CHEMBL1909046,,,,CHEMBL23,DILTIAZEM,CHEMBL23,,False,,1539703,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
492,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7705312,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,,,CHEMBL1909046,,,,CHEMBL460499,CARMOFUR,CHEMBL460499,,False,,1539589,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
493,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7705401,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,,,CHEMBL1909046,,,,CHEMBL1477,CERIVASTATIN,CHEMBL1477,,False,,1539597,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
494,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7705507,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1cc(O)cc(C)c1Cl,,,CHEMBL1909046,,,,CHEMBL398440,CHLOROXYLENOL,CHEMBL398440,,False,,1539605,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
495,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7705604,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO,,,CHEMBL1909046,,,,CHEMBL1567463,CHOLINE ALFOSCERATE,CHEMBL1567463,,False,,1539613,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
496,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7706268,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,,CHEMBL1909046,,,,CHEMBL42,CLOZAPINE,CHEMBL42,,False,,1539647,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
497,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7706400,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,,,CHEMBL1909046,,,,CHEMBL1650,CORTISONE ACETATE,CHEMBL1650,,False,,1539655,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
498,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7706520,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,CHEMBL1909046,,,,CHEMBL160,CYCLOSPORINE,CHEMBL160,,False,,1539663,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
499,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7706623,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,,,CHEMBL1909046,,,,CHEMBL1554,DACTINOMYCIN,CHEMBL1554,,False,,1539671,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
500,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7706700,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,,CHEMBL1909046,,,,CHEMBL1766,DESOXIMETASONE,CHEMBL1766,,False,,1539679,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
501,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7707214,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,,,CHEMBL1909046,,,,CHEMBL1200406,DIMENHYDRINATE,CHEMBL1200406,,False,,1539704,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
502,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7707267,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O,,,CHEMBL1909046,,,,CHEMBL3545252,DOCETAXEL,CHEMBL92,,False,,1539712,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
